uptoDet2T=1000
indices=[
(1,1,1,1,116,49,-233,277,minc),
(1,0,1,1,60,13,-120,277,minc),
(1,1,2,1,150,2,-47,277,minc),
(1,0,3,1,107,7,-88,277,minc),
(2,2,2,1,116,98,-466,554,minc),
(1,0,4,1,30,52,-240,277,minc),
(2,0,2,1,60,26,-240,554,minc),
(1,1,5,1,52,1,33,277,minc),
(1,1,6,1,152,12,-163,554,minc),
(2,1,3,1,27,24,-163,277,minc),
(2,1,3,1,65,69,-391,554,minc),
(1,1,7,1,129,19,-145,277,minc),
(3,3,3,1,116,147,-699,831,minc),
(1,0,7,1,112,8,94,277,minc),
(2,2,4,1,150,4,-94,554,minc),
(1,0,9,1,20,34,194,277,minc),
(2,2,5,1,130,17,-194,554,minc),
(3,0,3,1,60,39,-360,831,minc),
(1,1,10,1,21,16,133,277,minc),
(2,1,5,1,42,80,-421,554,minc),
(2,1,5,1,124,8,-133,554,minc),
(3,3,4,1,224,142,-687,831,minc),
(1,0,10,1,103,11,156,554,minc),
(2,0,5,1,71,22,-156,277,minc),
(1,1,12,1,105,194,803,831,minc),
(2,1,6,1,113,28,305,831,minc),
(2,1,6,1,210,28,249,554,minc),
(3,1,4,1,31,56,-249,277,minc),
(3,1,4,1,38,42,-305,554,minc),
(1,0,12,1,85,28,176,277,minc),
(2,0,6,1,107,14,-176,554,minc),
(3,0,4,1,22,43,378,831,minc),
(4,4,4,1,116,196,-932,1108,minc),
(1,0,13,1,74,62,-262,277,minc),
(2,2,7,1,179,31,262,554,minc),
(1,1,14,1,16,91,-449,554,minc),
(2,1,7,1,32,98,659,1108,minc),
(2,1,7,1,47,10,-105,277,minc),
(4,3,4,1,82,5,-105,554,minc),
(1,1,15,1,44,35,341,831,minc),
(3,1,5,1,34,41,213,277,minc),
(3,1,5,1,132,177,-767,831,minc),
(1,1,16,1,39,18,-141,277,minc),
(2,1,8,1,78,9,-141,554,minc),
(2,1,8,1,95,77,-413,554,minc),
(3,3,6,1,150,6,-141,831,minc),
(4,1,4,1,156,109,-695,1108,minc),
(1,0,16,1,15,89,628,1108,minc),
(2,0,8,1,30,104,-480,554,minc),
(4,0,4,1,60,52,-480,1108,minc),
(4,4,5,1,7,5,-74,277,minc),
(1,1,17,1,4,17,-137,277,minc),
(1,1,18,1,234,87,439,554,minc),
(2,1,9,1,191,101,-669,1108,minc),
(2,1,9,1,209,12,115,277,minc),
(3,1,6,1,148,58,439,831,minc),
(3,1,6,1,175,3,115,1108,minc),
(4,3,5,1,99,4,115,831,minc),
(4,3,5,1,122,6,-115,554,minc),
(1,1,19,1,188,1,57,831,minc),
(3,3,7,1,83,3,-57,277,minc),
(5,5,5,1,116,245,-1165,1385,minc),
(1,0,19,1,42,1,66,1108,minc),
(2,2,10,1,52,2,66,554,minc),
(4,2,5,1,104,4,66,277,minc),
(4,2,5,1,228,245,1042,1108,minc),
(1,1,20,1,199,130,-759,1108,minc),
(2,1,10,1,121,55,349,554,minc),
(2,1,10,1,239,184,-903,1108,minc),
(4,1,5,1,201,19,205,554,minc),
(4,1,5,1,242,38,-205,277,minc),
(1,1,21,1,35,33,191,277,minc),
(3,1,7,1,105,11,191,831,minc),
(3,1,7,1,251,167,-745,831,minc),
(1,0,21,1,52,1,32,277,minc),
(2,2,11,1,74,123,-522,554,minc),
(3,0,7,1,121,82,522,831,minc),
(5,4,5,1,169,62,-586,1385,minc),
(1,1,22,1,27,91,-635,1108,minc),
(2,1,11,1,54,101,473,554,minc),
(2,1,11,1,97,2,81,831,minc),
(3,3,8,1,64,3,81,554,minc),
(4,3,6,1,145,238,1027,1108,minc),
(4,3,6,1,270,6,81,277,minc),
(1,0,22,1,136,89,-444,554,minc),
(2,0,11,1,5,11,-110,277,minc),
(1,1,23,1,40,29,-179,277,minc),
(5,3,5,1,73,97,-733,1385,minc),
(1,0,23,1,17,32,326,831,minc),
(2,2,12,1,152,24,-326,1108,minc),
(3,2,8,1,118,47,-228,277,minc),
(3,2,8,1,228,184,782,831,minc),
(4,2,6,1,27,48,-326,554,minc),
(4,2,6,1,65,138,-782,1108,minc),
(1,0,25,1,12,1,-46,554,minc),
(2,2,13,1,23,2,-46,277,minc),
(5,0,5,1,60,65,-600,1385,minc),
(1,0,27,1,128,63,-264,277,minc),
(2,2,14,1,129,38,-290,554,minc),
(3,0,9,1,107,21,-264,831,minc),
(4,2,7,1,177,151,-818,1108,minc),
(4,2,7,1,258,19,-290,1108,minc),
(6,6,6,1,116,294,-1398,1662,minc),
(1,0,28,1,56,32,188,277,minc),
(2,0,14,1,112,16,188,554,minc),
(4,0,7,1,53,191,920,1108,minc),
(4,4,8,1,150,8,-188,1108,minc),
(1,0,29,1,70,30,-182,277,minc),
(2,2,15,1,6,15,-182,554,minc),
(3,2,10,1,9,10,-182,831,minc),
(3,2,10,1,157,163,736,831,minc),
(5,2,6,1,15,6,-182,1385,minc),
(5,2,6,1,77,25,-372,1385,minc),
(1,0,30,1,61,34,-336,831,minc),
(2,0,15,1,122,143,-890,1385,minc),
(3,0,10,1,94,43,-218,277,minc),
(5,0,6,1,28,51,-336,554,minc),
(1,1,31,1,137,31,-185,277,minc),
(3,3,11,1,67,41,-369,831,minc),
(1,1,33,1,5,33,-331,831,minc),
(3,1,11,1,15,109,777,1385,minc),
(3,1,11,1,136,45,-223,277,minc),
(5,3,7,1,63,9,223,1385,minc),
(5,3,7,1,174,15,-223,831,minc),
(1,0,34,1,67,83,-678,1385,minc),
(2,0,17,1,134,274,-1232,1385,minc),
(5,2,7,1,167,14,-124,277,minc),
(5,2,7,1,268,7,124,554,minc),
(1,0,36,1,10,117,-720,1108,minc),
(2,0,18,1,20,68,388,554,minc),
(3,0,12,1,30,156,-720,831,minc),
(4,0,9,1,40,25,-166,277,minc),
(4,4,10,1,130,34,-388,1108,minc),
(5,4,8,1,24,293,1274,1385,minc),
(5,4,8,1,114,5,-166,1385,minc),
(6,0,6,1,60,78,-720,1662,minc),
(1,1,37,1,37,1,31,277,minc),
(3,3,13,1,20,103,585,831,minc),
(7,7,7,1,116,343,-1631,1939,minc),
(1,1,39,1,82,195,805,831,minc),
(3,1,13,1,244,117,-805,1385,minc),
(3,1,13,1,246,57,251,277,minc),
(5,5,9,1,106,19,-251,831,minc),
(1,0,39,1,25,64,266,277,minc),
(2,2,20,1,21,32,266,554,minc),
(3,0,13,1,75,25,-288,831,minc),
(4,2,10,1,42,160,-842,1108,minc),
(4,2,10,1,124,16,-266,1108,minc),
(5,2,8,1,155,15,288,1385,minc),
(5,2,8,1,191,128,-842,1385,minc),
(6,6,8,1,224,284,-1374,1662,minc),
(1,0,40,1,87,329,1350,1385,minc),
(2,0,20,1,103,22,312,1108,minc),
(4,0,10,1,71,44,-312,554,minc),
(4,4,11,1,14,235,1350,1939,minc),
(5,0,8,1,119,53,-242,277,minc),
(7,6,7,1,96,143,-796,1108,minc),
(1,0,41,1,113,90,706,1385,minc),
(2,2,21,1,181,165,-956,1385,minc),
(3,2,14,1,133,343,-1510,1662,minc),
(3,2,14,1,223,150,-706,831,minc),
(5,4,9,1,39,21,-152,277,minc),
(5,4,9,1,176,73,-402,554,minc),
(6,2,7,1,169,75,-706,1662,minc),
(6,2,7,1,266,7,152,831,minc),
(1,1,43,1,72,55,-653,1939,minc),
(3,3,15,1,52,3,99,831,minc),
(5,3,9,1,179,77,653,1385,minc),
(5,3,9,1,190,263,-1207,1385,minc),
(7,5,7,1,165,9,-99,277,minc),
(1,1,44,1,161,464,1897,1939,minc),
(2,1,22,1,45,23,-319,1108,minc),
(2,1,22,1,169,172,873,1108,minc),
(4,1,11,1,61,25,-235,554,minc),
(4,1,11,1,90,46,-319,554,minc),
(5,5,10,1,150,10,-235,1385,minc),
(7,7,8,1,158,50,235,277,minc),
(1,1,47,1,58,1,87,1939,minc),
(7,3,7,1,6,7,-87,277,minc),
(1,0,47,1,89,1,-56,831,minc),
(2,2,24,1,105,388,1606,1662,minc),
(3,2,16,1,19,32,498,1939,minc),
(3,2,16,1,154,3,56,277,minc),
(4,2,12,1,113,56,610,1662,minc),
(4,2,12,1,210,56,498,1108,minc),
(6,2,8,1,31,112,-498,554,minc),
(6,2,8,1,38,84,-610,1108,minc),
(7,6,8,1,100,112,610,831,minc),
(7,6,8,1,107,48,-610,1939,minc),
(1,1,48,1,12,1,-45,554,minc),
(2,1,24,1,24,255,1063,1108,minc),
(2,1,24,1,126,2,45,277,minc),
(3,1,16,1,36,200,-1153,1662,minc),
(3,1,16,1,189,170,-1063,1662,minc),
(4,1,12,1,48,54,-599,1662,minc),
(4,1,12,1,252,117,-509,554,minc),
(5,3,10,1,53,240,1153,1385,minc),
(5,3,10,1,196,39,509,1662,minc),
(6,1,8,1,72,81,-599,1108,minc),
(6,1,8,1,101,108,599,831,minc),
(6,5,9,1,28,78,-509,831,minc),
(6,5,9,1,33,204,1063,1385,minc),
(1,0,48,1,96,129,756,1108,minc),
(2,0,24,1,85,56,352,554,minc),
(3,0,16,1,11,16,-352,1939,minc),
(4,0,12,1,107,28,-352,1108,minc),
(4,4,13,1,56,37,202,277,minc),
(6,0,8,1,22,86,756,1662,minc),
(7,2,7,1,25,172,756,831,minc),
(8,8,8,1,116,392,-1864,2216,minc),
(1,0,49,1,31,65,-268,277,minc),
(2,2,25,1,50,37,-286,554,minc),
(5,2,10,1,41,122,-822,1385,minc),
(5,2,10,1,125,13,268,1385,minc),
(7,0,7,1,60,91,-840,1939,minc),
(1,1,51,1,45,207,-1267,1939,minc),
(3,1,17,1,135,153,-713,831,minc),
(3,1,17,1,256,47,-395,831,minc),
(7,7,9,1,70,23,-159,277,minc),
(1,1,52,1,26,1,65,1108,minc),
(2,1,26,1,52,2,65,554,minc),
(2,1,26,1,193,27,489,2216,minc),
(3,3,18,1,152,36,-489,1662,minc),
(4,1,13,1,104,4,65,277,minc),
(4,1,13,1,109,54,489,1108,minc),
(6,3,9,1,27,72,-489,831,minc),
(6,3,9,1,65,207,-1173,1662,minc),
(8,7,8,1,134,108,-489,554,minc),
(1,0,52,1,37,1,30,277,minc),
(2,0,26,1,74,124,-524,554,minc),
(4,0,13,1,129,77,-584,1108,minc),
(4,4,14,1,179,62,524,1108,minc),
(7,4,8,1,171,44,584,1939,minc),
(7,4,8,1,244,167,-1138,1939,minc),
(1,1,53,1,177,1,73,1385,minc),
(5,3,11,1,198,5,73,277,minc),
(5,3,11,1,255,71,-627,1385,minc),
(1,1,54,1,165,54,-647,1939,minc),
(2,1,27,1,53,63,-647,1662,minc),
(2,1,27,1,265,2,93,1108,minc),
(3,1,18,1,218,48,461,1108,minc),
(3,1,18,1,259,32,-461,1662,minc),
(4,3,14,1,23,4,-93,554,minc),
(4,3,14,1,234,126,647,831,minc),
(5,5,12,1,19,217,1201,1662,minc),
(6,1,9,1,159,96,461,554,minc),
(6,1,9,1,241,186,-1015,1385,minc),
(6,5,10,1,189,186,1201,1939,minc),
(6,5,10,1,226,64,461,831,minc),
(7,3,8,1,248,155,1015,1662,minc),
(7,3,8,1,271,8,93,277,minc),
(1,0,55,1,124,224,1318,1939,minc),
(2,2,28,1,16,182,-898,1108,minc),
(4,2,14,1,32,196,1318,2216,minc),
(4,2,14,1,47,20,-210,554,minc),
(5,0,11,1,66,104,-898,1939,minc),
(7,2,8,1,13,8,-210,1385,minc),
(7,2,8,1,56,40,210,277,minc),
(8,6,8,1,82,10,-210,1108,minc),
(1,0,57,1,119,66,-270,277,minc),
(2,2,29,1,167,33,-270,554,minc),
(3,0,19,1,80,22,-270,831,minc),
(6,6,11,1,12,11,-270,1662,minc),
(1,0,59,1,13,84,682,1385,minc),
(2,2,30,1,44,70,682,1662,minc),
(3,2,20,1,17,41,426,1108,minc),
(3,2,20,1,66,3,128,1385,minc),
(4,2,15,1,88,197,1236,1939,minc),
(4,2,15,1,115,140,-682,831,minc),
(5,2,12,1,110,15,128,277,minc),
(5,2,12,1,213,5,-128,831,minc),
(6,2,10,1,34,82,426,554,minc),
(6,2,10,1,132,354,-1534,1662,minc),
(7,4,9,1,85,105,682,1108,minc),
(7,4,9,1,130,60,-682,1939,minc),
(1,1,61,1,60,307,1543,1939,minc),
(3,3,21,1,129,57,-435,831,minc),
(7,3,9,1,24,409,1781,1939,minc),
(7,3,9,1,68,13,-119,277,minc),
(9,9,9,1,116,441,-2097,2493,minc),
(1,1,62,1,155,118,723,1108,minc),
(2,1,31,1,33,59,723,2216,minc),
(2,1,31,1,101,67,385,554,minc),
(4,3,16,1,161,199,939,1108,minc),
(4,3,16,1,237,26,169,277,minc),
(8,3,8,1,45,13,-169,554,minc),
(1,0,62,1,90,1,-80,1662,minc),
(2,0,31,1,97,2,80,831,minc),
(3,2,21,1,64,3,80,554,minc),
(3,2,21,1,81,29,474,1939,minc),
(6,4,11,1,79,6,-80,277,minc),
(6,4,11,1,248,182,1188,1939,minc),
(7,2,9,1,57,121,634,831,minc),
(7,2,9,1,189,159,1028,1662,minc),
(1,0,63,1,55,67,272,277,minc),
(2,2,32,1,39,36,-282,554,minc),
(3,0,21,1,112,24,282,831,minc),
(4,2,16,1,78,18,-282,1108,minc),
(4,2,16,1,95,154,-826,1108,minc),
(6,6,12,1,150,12,-282,1662,minc),
(7,0,9,1,108,88,826,1939,minc),
(8,2,8,1,156,218,-1390,2216,minc),
(8,6,9,1,200,77,826,2216,minc),
(8,6,9,1,261,9,282,2216,minc),
(1,1,64,1,11,196,807,831,minc),
(2,1,32,1,22,98,807,1662,minc),
(2,1,32,1,229,110,855,1662,minc),
(3,3,22,1,119,58,-253,277,minc),
(4,1,16,1,44,84,807,1939,minc),
(4,1,16,1,181,256,1409,1939,minc),
(5,5,14,1,88,209,-1361,2216,minc),
(6,3,11,1,215,29,253,554,minc),
(6,3,11,1,238,41,301,554,minc),
(7,5,10,1,181,147,807,1108,minc),
(7,5,10,1,234,165,855,1108,minc),
(8,1,8,1,85,132,855,1385,minc),
(1,0,64,1,131,89,-702,1385,minc),
(2,0,32,1,15,178,1256,2216,minc),
(4,0,16,1,30,208,-960,1108,minc),
(4,4,17,1,77,4,148,1385,minc),
(5,2,13,1,186,20,148,277,minc),
(5,2,13,1,240,5,-148,1108,minc),
(8,0,8,1,60,104,-960,2216,minc),
(8,8,10,1,7,10,-148,554,minc),
(1,0,66,1,16,313,-1558,1939,minc),
(2,0,33,1,32,2,104,1385,minc),
(3,0,22,1,48,130,-1004,1939,minc),
(5,4,14,1,194,5,104,554,minc),
(5,4,14,1,241,221,-1212,1662,minc),
(6,0,11,1,96,182,-1004,1385,minc),
(7,4,10,1,5,10,-104,277,minc),
(7,4,10,1,50,61,-450,831,minc),
(1,1,67,1,99,1,29,277,minc),
(3,3,23,1,121,83,525,831,minc),
(1,0,67,1,93,68,-274,277,minc),
(2,2,34,1,4,34,-274,554,minc),
(4,2,17,1,8,17,-274,1108,minc),
(4,2,17,1,220,157,-834,1108,minc),
(1,0,69,1,2,69,-276,277,minc),
(2,2,35,1,91,35,-278,554,minc),
(3,0,23,1,6,23,-276,831,minc),
(5,2,14,1,89,125,-832,1385,minc),
(5,2,14,1,267,14,278,1385,minc),
(6,6,13,1,53,289,1386,1662,minc),
(7,2,10,1,180,247,1384,1939,minc),
(7,2,10,1,263,10,278,1939,minc),
(1,0,70,1,63,1,44,554,minc),
(2,0,35,1,126,2,44,277,minc),
(5,0,14,1,38,146,-1064,1939,minc),
(7,0,10,1,113,47,510,1385,minc),
(1,0,71,1,53,87,-878,2216,minc),
(2,2,36,1,234,174,878,1108,minc),
